ticket_id,customer_id,region,channel,category,priority,agent_id,created_date,resolved_date,first_response_time_hours,resolution_time_hours,csat_score,status,sla_breached
TKT004862,CUST_068,Central,Email,Damaged Goods,Low,AGENT_10,2026-02-11,2026-02-14,5.4,81.3,5,Resolved,Yes
TKT000693,CUST_078,North,Email,Damaged Goods,High,AGENT_01,2026-04-28,,7.4,24.1,2,Resolved,Yes
TKT004996,CUST_088,South,Portal,Damaged Goods,Low,AGENT_07,2026-06-05,2026-08-12,31.0,1655.8,2,Closed,Yes
TKT004365,CUST_030,East,Phone,Account Access,High,AGENT_05,,2026-04-28,3.6,,5,Resolved,Yes
TKT002378,CUST_094,Central,Chat,Billing,Low,AGENT_09,2026-05-16,2026-05-20,24.6,114.0,4,Resolved,Yes
TKT000047,CUST_054,Central,Phone,Other,Medium,AGENT_12,2026-02-24,2026-02-26,23.3,,4,Resolved,Yes
TKT004337,CUST_109,Central,Portal,Billing,Medium,AGENT_15,2026-02-20,2026-02-20,1.2,4.3,4,Resolved,No
TKT001354,CUST_045,West,Chat,Delivery Delay,Medium,AGENT_14,2026-01-21,2026-01-22,4.8,32.7,4,Resolved,No
TKT003368,CUST_078,South,Email,Delivery Delay,Medium,AGENT_03,2026-04-22,,0.6,46.1,5,Closed,Yes
TKT003387,CUST_131,West,Chat,Billing,Low,AGENT_02,2026-02-16,2026-02-17,35.5,37.8,3,Closed,No
TKT001255,CUST_030,East,Email,Account Access,Critical,AGENT_12,2026-04-02,2026-04-02,1.2,4.7,2,Resolved,Yes
TKT000229,CUST_020,Central,Chat,Delivery Delay,Medium,AGENT_07,2026-05-12,2026-05-28,23.2,391.1,3,Closed,Yes
TKT000951,CUST_109,Central,Chat,Damaged Goods,Medium,AGENT_04,2026-04-20,2026-04-22,2.0,70.7,4,Closed,Yes
TKT002932,CUST_122,South,Portal,Billing,Medium,AGENT_01,2026-03-18,2026-03-19,4.1,43.5,5,Resolved,Yes
TKT000153,CUST_079,South,Portal,Billing,Medium,AGENT_03,2026-06-21,2026-06-23,12.8,61.2,4,Resolved,Yes
TKT002718,CUST_136,West,Portal,Account Access,Medium,AGENT_11,2026-01-11,2026-01-14,19.5,73.2,4,Resolved,Yes
TKT003880,CUST_063,South,Email,Billing,Medium,AGENT_12,2026-04-01,2026-04-02,8.3,39.1,4,Closed,Yes
TKT001879,CUST_028,North,Phone,Delivery Delay,Medium,AGENT_15,2026-05-27,2026-05-29,2.3,,5,Resolved,Yes
TKT000480,CUST_144,West,Email,Billing,Medium,AGENT_01,2026-06-24,2026-06-27,21.0,92.0,3,Resolved,Yes
TKT004062,CUST_010,Central,Chat,Damaged Goods,Low,AGENT_13,2026-05-10,2026-05-16,38.6,156.6,3,Resolved,Yes
TKT001289,CUST_129,South,Email,Delivery Delay,Low,AGENT_07,2026-03-05,,9.7,,,Open,No
TKT004187,CUST_024,Central,Phone,Account Access,Low,AGENT_13,2026-03-28,,16.7,,3,Resolved,Yes
TKT004268,CUST_105,North,Phone,Billing,High,AGENT_15,2026-05-09,,5.4,,,Open,No
TKT002945,CUST_088,East,Chat,Account Access,Low,AGENT_03,2026-03-08,2026-03-13,5.0,122.9,4,Resolved,Yes
TKT002920,CUST_048,West,Portal,Damaged Goods,Low,AGENT_02,2026-01-23,2026-01-25,15.0,51.9,5,Resolved,No
TKT004536,CUST_107,West,Phone,Billing,Medium,AGENT_11,2026-06-11,,20.9,,4,Closed,Yes
TKT001029,CUST_044,West,Chat,Billing,Low,AGENT_03,2026-01-25,2026-01-26,17.6,40.5,5,Resolved,No
TKT001172,CUST_138,East,Portal,Delivery Delay,Medium,AGENT_04,2026-03-02,2026-03-02,6.2,23.3,5,Resolved,No
TKT004570,CUST_010,South,Chat,Billing,Medium,AGENT_03,2026-02-25,2026-02-27,16.0,49.1,5,Resolved,Yes
TKT004635,CUST_080,West,Chat,Other,Low,AGENT_09,2026-02-04,2026-02-09,6.2,139.4,5,Resolved,Yes
TKT002444,CUST_040,North,Chat,Other,Medium,AGENT_09,2026-04-13,2026-04-15,12.6,56.4,5,Closed,Yes
TKT003216,CUST_136,Central,Email,Other,Low,AGENT_01,2026-02-22,,25.1,52.3,3,Resolved,No
TKT002287,CUST_002,West,Chat,Account Access,Critical,AGENT_02,2026-05-17,2026-05-17,0.8,3.4,2,Resolved,No
TKT001368,CUST_011,East,Chat,Damaged Goods,Critical,AGENT_02,2026-05-15,2026-05-15,1.0,5.4,4,Resolved,Yes
TKT001514,CUST_019,West,Email,Delivery Delay,Low,AGENT_12,2026-03-16,2026-03-22,32.7,146.1,,Reopened,Yes
TKT004149,CUST_083,East,Chat,Delivery Delay,Critical,AGENT_13,2026-02-14,2026-02-14,1.2,5.7,2,Resolved,Yes
TKT000773,CUST_009,North,Chat,Other,Medium,AGENT_04,2026-04-15,2026-04-16,16.5,44.8,5,Resolved,Yes
TKT004392,CUST_030,East,Email,Other,Low,AGENT_06,2026-05-22,2026-05-24,33.4,64.0,4,Resolved,No
TKT000255,CUST_144,West,Chat,Damaged Goods,Medium,AGENT_04,2026-03-21,2026-03-22,5.0,33.0,5,Resolved,No
TKT004844,CUST_127,East,Email,Damaged Goods,High,AGENT_07,2026-05-04,2026-05-13,4.8,222.8,3,Resolved,Yes
TKT003552,CUST_138,East,Chat,Other,Medium,AGENT_11,2026-02-04,2026-02-07,21.5,77.9,5,Closed,Yes
TKT000849,CUST_070,North,Portal,Account Access,Critical,AGENT_08,2026-06-18,2026-06-18,1.0,5.6,5,Resolved,Yes
TKT000362,CUST_050,North,Email,Account Access,Critical,AGENT_05,2026-03-28,2026-03-28,1.3,6.5,1,Resolved,Yes
TKT002851,CUST_067,Central,Portal,Delivery Delay,Medium,AGENT_13,2026-04-25,2026-04-25,6.9,13.8,5,Resolved,No
TKT003921,CUST_141,South,Chat,Billing,Critical,AGENT_12,2026-04-17,2026-04-17,1.4,6.2,5,Closed,Yes
TKT003198,CUST_046,East,Chat,Other,Medium,AGENT_04,2026-04-27,2026-04-28,16.0,38.9,1,Resolved,Yes
TKT003912,CUST_041,North,Email,Delivery Delay,Medium,AGENT_13,2026-05-01,2026-05-02,14.6,25.3,5,Resolved,No
TKT004084,CUST_027,North,Portal,Other,Low,AGENT_05,2026-03-08,2026-03-11,45.0,83.6,,Reopened,Yes
TKT002799,CUST_026,North,Email,Billing,Medium,AGENT_08,2026-06-18,2026-06-19,13.4,31.2,4,Resolved,No
TKT004093,CUST_098,South,Phone,Billing,Medium,AGENT_04,2026-01-07,,5.7,36.9,,Reopened,Yes
TKT002346,CUST_074,West,Chat,Billing,Medium,AGENT_15,2026-06-23,2026-06-26,16.7,86.8,,Reopened,Yes
TKT002687,CUST_084,East,Email,Delivery Delay,Medium,AGENT_13,2026-06-05,2026-06-06,21.9,29.3,,Reopened,No
TKT002680,CUST_131,South,Phone,Billing,Medium,AGENT_03,2026-03-27,,5.6,,,Open,No
TKT004369,CUST_018,West,Email,Delivery Delay,Medium,AGENT_13,2026-02-13,2026-02-14,6.2,27.8,4,Resolved,No
TKT003067,CUST_149,North,Phone,Billing,Critical,AGENT_09,2026-01-12,2026-01-12,1.9,,5,Closed,Yes
TKT002114,CUST_056,West,Chat,Other,High,AGENT_05,2026-03-01,,6.7,,,Open,No
TKT004296,CUST_024,West,Portal,Billing,Medium,AGENT_08,2026-04-08,2026-04-09,20.0,33.5,4,Resolved,No
TKT002857,CUST_099,West,Phone,Delivery Delay,Medium,AGENT_02,,2026-03-11,5.7,,4,Resolved,Yes
TKT002359,CUST_149,Central,Chat,Billing,Medium,AGENT_12,2026-03-10,,20.0,,,Open,No
TKT001112,CUST_037,Central,Email,Delivery Delay,Low,AGENT_08,2026-02-23,2026-02-25,29.8,55.6,3,Resolved,No
TKT004130,CUST_001,West,Chat,Damaged Goods,Low,AGENT_06,2026-06-30,,11.7,,,Open,No
TKT004846,CUST_081,West,Chat,Delivery Delay,Medium,AGENT_11,2026-02-08,,8.8,,,Open,No
TKT000567,CUST_006,North,Chat,Billing,Critical,AGENT_12,2026-02-18,2026-02-18,1.9,5.7,5,Closed,Yes
TKT004136,CUST_109,South,Phone,Billing,High,AGENT_05,2026-05-06,2026-05-07,4.2,,4,Closed,Yes
TKT003822,CUST_105,West,Phone,Billing,Medium,AGENT_05,2026-04-08,,17.8,,3,Resolved,Yes
TKT002906,CUST_015,West,Phone,Account Access,Critical,AGENT_04,2026-05-30,,0.9,,4,Resolved,Yes
TKT004565,CUST_084,South,Email,Billing,High,AGENT_02,2026-06-28,,4.9,,,Open,No
TKT002585,CUST_094,North,Phone,Account Access,Medium,AGENT_15,2026-01-19,2026-01-19,4.7,,3,Resolved,No
TKT002131,CUST_007,North,Chat,Account Access,Medium,AGENT_08,2026-06-14,2026-06-16,4.0,70.6,3,Closed,Yes
TKT000626,CUST_119,Central,Phone,Damaged Goods,High,AGENT_06,2026-03-16,2026-03-16,7.6,,4,Resolved,No
TKT000170,CUST_105,North,Phone,Account Access,Critical,AGENT_12,2026-01-22,,1.9,5.8,3,Resolved,Yes
TKT003039,CUST_068,East,Email,Damaged Goods,High,AGENT_01,2026-05-08,2026-05-08,3.3,11.1,4,Resolved,No
TKT004188,CUST_148,South,Portal,Delivery Delay,High,AGENT_12,2026-01-01,2026-01-01,1.5,21.5,3,Resolved,Yes
TKT004312,CUST_059,North,Phone,Billing,Low,AGENT_07,2026-01-24,2026-03-15,28.4,,5,Closed,Yes
TKT003372,CUST_142,West,Phone,Billing,High,AGENT_04,2026-06-02,2026-06-03,2.4,,5,Resolved,Yes
TKT003340,CUST_045,East,Email,Delivery Delay,Critical,AGENT_12,2026-05-28,,1.5,,,Open,No
TKT002615,CUST_011,North,Chat,Delivery Delay,High,AGENT_01,2026-04-20,2026-04-20,2.0,12.0,5,Resolved,No
TKT001763,CUST_139,Central,Portal,Other,Medium,AGENT_02,2026-03-17,2026-03-18,17.0,28.0,,Reopened,No
TKT000141,CUST_105,South,Portal,Account Access,Critical,AGENT_10,2026-03-06,2026-03-06,0.8,4.7,5,Resolved,Yes
TKT000460,CUST_053,West,Email,Billing,High,AGENT_04,2026-02-20,2026-02-20,1.5,5.4,3,Resolved,No
TKT004912,CUST_095,North,Chat,Billing,High,AGENT_04,2026-01-28,,7.2,22.7,5,Resolved,Yes
TKT001471,CUST_042,West,Chat,Billing,Medium,AGENT_06,2026-06-02,2026-06-04,20.5,-3.6,5,Resolved,Yes
TKT004469,CUST_115,West,Phone,Billing,Medium,AGENT_02,2026-02-06,2026-02-07,1.2,35.8,5,Resolved,No
TKT003201,CUST_018,South,Chat,Damaged Goods,Low,AGENT_10,2026-06-08,2026-06-13,20.7,135.4,3,Closed,Yes
TKT003740,CUST_096,East,Email,Billing,Low,AGENT_08,2026-03-02,2026-03-06,46.9,106.7,,Reopened,Yes
TKT002019,CUST_132,Central,Chat,Delivery Delay,Low,AGENT_10,2026-06-24,2026-06-27,40.9,75.0,5,Resolved,Yes
TKT002645,CUST_029,Central,Chat,Account Access,High,AGENT_04,2026-03-26,2026-03-26,2.0,6.2,4,Closed,No
TKT001869,CUST_122,North,Email,Delivery Delay,Medium,AGENT_13,2026-02-20,2026-02-21,20.0,-7.5,4,Resolved,No
TKT001049,CUST_029,Central,Email,Account Access,Low,AGENT_06,2026-04-15,2026-04-19,45.7,108.4,4,Resolved,Yes
TKT001160,CUST_122,West,Phone,Billing,Low,AGENT_03,2026-05-09,2026-05-11,22.9,60.3,4,Resolved,No
TKT002323,CUST_109,South,Email,Delivery Delay,Low,AGENT_02,2026-01-25,2026-01-29,42.3,106.7,5,Closed,Yes
TKT003342,CUST_114,Central,Phone,Billing,High,AGENT_10,2026-01-11,2026-01-11,1.0,13.1,4,Resolved,Yes
TKT000021,CUST_062,West,Chat,Billing,Medium,AGENT_07,2026-04-13,2026-05-04,10.8,510.9,3,Resolved,Yes
TKT002990,CUST_101,Central,Phone,Delivery Delay,Medium,AGENT_14,2026-05-24,2026-05-26,22.8,,5,Resolved,Yes
TKT002815,CUST_100,East,Email,Damaged Goods,Critical,AGENT_03,2026-03-22,,1.8,,,Open,No
TKT004061,CUST_034,North,Chat,Other,Medium,AGENT_03,2026-05-20,,20.1,,,Open,No
TKT000847,CUST_120,South,Chat,Billing,Medium,AGENT_03,2026-06-23,2026-06-24,11.6,29.7,5,Closed,No
TKT003750,CUST_023,Central,Phone,Billing,Low,AGENT_12,2026-04-02,2026-04-07,7.5,,5,Resolved,Yes
TKT002453,CUST_069,South,Chat,Damaged Goods,Low,AGENT_04,2026-05-27,2026-06-01,33.9,121.7,4,Resolved,Yes
TKT001662,CUST_079,South,Email,Account Access,Medium,AGENT_12,2026-04-08,2026-04-08,3.9,16.2,5,Closed,No
TKT001840,CUST_075,North,Chat,Delivery Delay,Medium,AGENT_03,2026-01-22,2026-01-23,5.2,42.4,3,Closed,Yes
TKT003895,CUST_080,East,Email,Account Access,Medium,AGENT_11,2026-02-17,,10.7,78.7,5,Resolved,Yes
TKT004012,CUST_067,East,Chat,Billing,Low,AGENT_15,2026-05-05,2026-05-11,39.0,165.4,2,Closed,Yes
TKT000904,CUST_098,North,Chat,Other,Low,AGENT_02,2026-05-12,,13.2,85.2,4,Resolved,Yes
TKT000309,CUST_105,East,Portal,Billing,High,AGENT_01,,2026-05-15,1.8,25.3,4,Resolved,Yes
TKT003059,CUST_013,North,Chat,Other,Medium,AGENT_05,2026-03-31,2026-04-01,12.9,44.2,5,Resolved,Yes
TKT001007,CUST_027,Central,Email,Account Access,Medium,AGENT_13,2026-01-29,,9.9,,,Open,No
TKT000479,CUST_105,North,Chat,Account Access,High,AGENT_04,2026-04-23,2026-04-23,4.1,14.9,5,Resolved,Yes
TKT001162,CUST_039,East,Email,Delivery Delay,Medium,AGENT_06,2026-06-26,2026-06-28,11.0,62.2,4,Resolved,Yes
TKT002852,CUST_073,Central,Phone,Account Access,Low,AGENT_05,2026-03-19,,38.5,,5,Closed,Yes
TKT003942,CUST_083,Central,Chat,Delivery Delay,Critical,AGENT_04,2026-01-13,2026-01-13,1.2,6.1,,Reopened,Yes
TKT000417,CUST_013,Central,Chat,Delivery Delay,Low,AGENT_15,2026-03-18,2026-03-24,29.6,150.5,,Reopened,Yes
TKT001434,CUST_019,East,Email,Billing,Medium,AGENT_01,2026-02-28,2026-03-01,22.1,28.3,4,Closed,No
TKT003444,CUST_074,East,Chat,Billing,Medium,AGENT_13,2026-06-16,2026-06-19,13.4,77.2,4,Resolved,Yes
TKT000152,CUST_126,East,Chat,Delivery Delay,Critical,AGENT_10,2026-03-24,2026-03-24,0.7,4.1,4,Resolved,Yes
TKT002791,CUST_002,West,Phone,Billing,Medium,AGENT_01,2026-01-26,2026-01-27,8.4,,5,Closed,No
TKT002521,CUST_076,South,Email,Other,Medium,AGENT_01,2026-05-13,2026-05-14,22.8,31.6,,Reopened,No
TKT003978,CUST_061,South,Email,Delivery Delay,High,AGENT_15,2026-01-04,2026-01-04,0.9,11.4,3,Resolved,No
TKT002757,CUST_085,Central,Phone,Billing,High,AGENT_07,2026-01-10,2026-01-15,4.4,,2,Resolved,Yes
TKT004908,CUST_009,East,Chat,Billing,Medium,AGENT_11,2026-04-30,2026-05-01,21.4,-3.7,2,Resolved,Yes
TKT000391,CUST_004,Central,Email,Delivery Delay,Medium,AGENT_14,2026-04-12,2026-04-14,8.8,60.5,4,Resolved,Yes
TKT003220,CUST_052,West,Chat,Delivery Delay,Low,AGENT_03,2026-01-28,,30.7,109.5,4,Resolved,Yes
TKT003791,CUST_079,North,Email,Billing,Critical,AGENT_03,2026-01-01,,0.7,4.6,3,Resolved,Yes
TKT001002,CUST_007,Central,Email,Damaged Goods,Low,AGENT_10,2026-05-28,2026-05-29,9.7,43.5,4,Resolved,No
TKT001467,CUST_102,West,Chat,Billing,High,AGENT_12,2026-06-15,,1.7,12.9,5,Resolved,Yes
TKT001584,CUST_126,South,Chat,Billing,High,AGENT_03,2026-01-27,,2.5,9.8,3,Resolved,No
TKT001861,CUST_006,East,Phone,Account Access,Low,AGENT_11,2026-05-09,2026-05-12,47.4,,5,Resolved,Yes
TKT002860,CUST_081,South,Chat,Damaged Goods,Low,AGENT_04,2026-06-04,,24.1,,,Open,No
TKT001902,CUST_093,East,Chat,Delivery Delay,Medium,AGENT_03,2026-03-31,2026-04-02,1.8,65.2,4,Resolved,Yes
TKT004549,CUST_036,North,Phone,Delivery Delay,Medium,AGENT_06,2026-01-31,2026-01-31,21.0,,5,Closed,No
TKT002520,CUST_145,West,Email,Delivery Delay,Medium,AGENT_13,2026-03-21,,21.5,,,Open,No
TKT001787,CUST_039,North,Chat,Damaged Goods,Medium,AGENT_04,2026-01-19,2026-01-22,5.0,72.6,3,Resolved,Yes
TKT000918,CUST_067,East,Phone,Damaged Goods,Critical,AGENT_11,2026-05-10,2026-05-10,1.6,,4,Resolved,Yes
TKT001367,CUST_110,East,Phone,Delivery Delay,Medium,AGENT_15,2026-02-28,2026-03-03,16.6,,5,Resolved,Yes
TKT002635,CUST_137,Central,Chat,Other,High,AGENT_06,2026-01-14,2026-01-14,1.2,17.9,2,Closed,Yes
TKT004041,CUST_119,West,Portal,Billing,Low,AGENT_12,2026-03-28,2026-03-28,13.7,21.4,4,Resolved,No
TKT003614,CUST_085,East,Chat,Damaged Goods,Medium,AGENT_02,2026-01-10,2026-01-11,1.3,29.8,5,Resolved,No
TKT002917,CUST_122,East,Portal,Billing,Medium,AGENT_04,2026-02-12,2026-02-14,2.4,60.4,,Reopened,Yes
TKT003151,CUST_052,Central,Email,Account Access,High,AGENT_11,2026-05-08,2026-05-08,7.1,23.5,4,Resolved,Yes
TKT003458,CUST_058,East,Email,Damaged Goods,Low,AGENT_15,2026-05-28,2026-05-30,42.3,69.0,,Reopened,No
TKT002232,CUST_030,Central,Portal,Billing,Low,AGENT_09,2026-06-29,2026-07-05,30.7,167.3,5,Resolved,Yes
TKT002810,CUST_109,East,Phone,Other,Medium,AGENT_06,2026-06-24,,4.2,,,Open,No
TKT004279,CUST_070,Central,Email,Account Access,Medium,AGENT_08,2026-01-10,,18.3,,,Open,No
TKT003826,CUST_002,East,Phone,Billing,Critical,AGENT_10,2026-02-11,,0.7,,,Open,No
TKT003178,CUST_015,Central,Phone,Billing,Medium,AGENT_14,2026-02-10,2026-02-11,2.6,32.8,5,Resolved,No
TKT000716,CUST_150,West,Chat,Account Access,High,AGENT_01,2026-03-08,2026-03-08,6.9,17.5,,Reopened,Yes
TKT000447,CUST_042,North,Chat,Damaged Goods,Critical,AGENT_14,2026-06-29,2026-06-29,1.0,5.1,5,Closed,Yes
TKT004634,CUST_076,North,Chat,Delivery Delay,Medium,AGENT_04,2026-03-28,2026-03-30,8.6,68.0,5,Closed,Yes
TKT002488,CUST_040,West,Chat,Other,Low,AGENT_02,2026-04-27,2026-04-30,18.4,86.5,2,Closed,Yes
TKT003661,CUST_147,North,Email,Damaged Goods,Low,AGENT_09,2026-03-23,,47.5,150.5,5,Resolved,Yes
TKT000071,CUST_069,South,Portal,Account Access,Low,AGENT_13,2026-05-05,,38.4,100.5,,Reopened,Yes
TKT004511,CUST_003,Central,Email,Billing,Critical,AGENT_11,2026-04-29,2026-04-29,1.8,7.0,5,Resolved,Yes
TKT003991,CUST_121,West,Chat,Billing,High,AGENT_11,2026-02-17,,3.8,,,Open,No
TKT000318,CUST_135,Central,Phone,Other,Low,AGENT_12,2026-01-05,,14.8,,4,Resolved,No
TKT001137,CUST_038,West,Chat,Billing,Low,AGENT_04,2026-06-26,2026-07-02,12.6,154.1,3,Resolved,Yes
TKT001039,CUST_073,West,Phone,Delivery Delay,High,AGENT_10,2026-06-16,2026-06-16,3.9,,3,Closed,Yes
TKT004424,CUST_036,North,Email,Other,Medium,AGENT_12,2026-04-25,2026-04-27,22.7,55.5,5,Resolved,Yes
TKT003262,CUST_002,West,Chat,Other,High,AGENT_01,2026-05-06,2026-05-06,6.0,11.8,1,Resolved,No
TKT000992,CUST_129,West,Email,Damaged Goods,Critical,AGENT_15,2026-03-19,2026-03-19,1.0,6.6,4,Resolved,Yes
TKT001964,CUST_056,West,Email,Account Access,Low,AGENT_14,2026-03-16,2026-03-17,17.0,38.4,5,Closed,No
TKT000039,CUST_142,North,Email,Delivery Delay,Low,AGENT_07,2026-02-01,,10.1,1131.2,4,Resolved,Yes
TKT002846,CUST_079,Central,Email,Account Access,Critical,AGENT_03,2026-05-02,2026-05-02,0.5,4.3,5,Resolved,Yes
TKT001070,CUST_143,North,Portal,Account Access,Medium,AGENT_04,2026-01-27,,1.4,37.3,4,Closed,Yes
TKT004861,CUST_025,East,Chat,Delivery Delay,High,AGENT_12,2026-02-06,2026-02-06,1.8,22.9,5,Resolved,Yes
TKT004125,CUST_024,East,Email,Billing,Medium,AGENT_15,2026-01-29,2026-01-31,0.8,67.9,5,Resolved,Yes
TKT002034,CUST_044,East,Chat,Damaged Goods,Medium,AGENT_06,2026-06-04,2026-06-06,20.6,60.1,4,Resolved,Yes
TKT004502,CUST_074,North,Chat,Account Access,High,AGENT_02,2026-01-03,2026-01-03,4.6,16.4,3,Resolved,Yes
TKT001517,CUST_103,West,Phone,Account Access,Low,AGENT_04,2026-06-24,2026-06-29,12.5,,,Reopened,Yes
TKT000438,CUST_037,East,Email,Account Access,Critical,AGENT_01,2026-05-16,2026-05-16,1.8,5.5,5,Closed,Yes
TKT004914,CUST_050,South,Phone,Billing,Medium,AGENT_05,2026-04-26,,23.8,,3,Resolved,Yes
TKT001579,CUST_056,Central,Email,Billing,High,AGENT_04,2026-05-17,2026-05-17,2.1,6.1,2,Resolved,No
TKT004488,CUST_008,South,Chat,Account Access,Low,AGENT_09,2026-05-21,2026-05-25,44.9,113.4,3,Resolved,Yes
TKT003739,CUST_136,West,Phone,Other,Medium,AGENT_05,2026-06-14,2026-06-16,21.8,,,Reopened,Yes
TKT000189,CUST_098,East,Email,Other,Low,AGENT_01,2026-06-08,2026-06-11,4.9,87.9,2,Closed,Yes
TKT002554,CUST_024,South,Email,Billing,Critical,AGENT_04,2026-02-10,2026-02-10,0.7,2.8,4,Closed,No
TKT002200,CUST_015,West,Email,Billing,Low,AGENT_14,2026-03-24,2026-03-29,43.7,120.8,4,Resolved,Yes
TKT001823,CUST_105,North,Email,Billing,Low,AGENT_09,2026-03-28,2026-04-01,32.5,108.0,4,Resolved,Yes
TKT004848,CUST_006,South,Chat,Delivery Delay,High,AGENT_06,2026-05-15,2026-05-15,3.7,9.2,4,Resolved,No
TKT000078,CUST_141,Central,Email,Account Access,Low,AGENT_05,2026-05-28,2026-05-31,40.3,73.6,4,Resolved,Yes
TKT000584,CUST_134,North,Portal,Other,Low,AGENT_07,2026-03-08,,42.2,,,Open,No
TKT001537,CUST_022,South,Email,Billing,Medium,AGENT_06,2026-02-18,,16.3,36.5,,Reopened,Yes
TKT002354,CUST_048,West,Portal,Billing,Low,AGENT_09,2026-04-26,2026-05-01,44.4,139.8,5,Closed,Yes
TKT003741,CUST_053,North,Phone,Delivery Delay,Low,AGENT_12,2026-01-04,,45.6,,,Open,No
TKT001310,CUST_071,North,Email,Other,High,AGENT_06,2026-02-19,2026-02-19,1.3,16.1,4,Closed,Yes
TKT004153,CUST_122,Central,Chat,Delivery Delay,High,AGENT_01,2026-06-20,2026-06-20,2.4,4.6,3,Resolved,No
TKT001118,CUST_084,South,Portal,Delivery Delay,Medium,AGENT_07,2026-01-28,2026-02-20,2.8,557.1,4,Resolved,Yes
TKT004204,CUST_137,South,Chat,Damaged Goods,Medium,AGENT_15,2026-02-01,2026-02-02,10.5,30.0,,Reopened,No
TKT000052,CUST_099,North,Phone,Other,High,AGENT_12,2026-03-04,2026-03-04,2.7,9.7,3,Closed,No
TKT001729,CUST_140,West,Portal,Billing,Low,AGENT_03,2026-05-07,2026-05-11,46.0,103.1,4,Resolved,Yes
TKT003835,CUST_121,East,Email,Delivery Delay,Low,AGENT_12,2026-06-06,2026-06-10,25.2,104.7,5,Resolved,Yes
TKT000922,CUST_080,North,Chat,Billing,Critical,AGENT_15,2026-06-15,2026-06-15,1.7,6.9,5,Resolved,Yes
TKT004498,CUST_094,East,Portal,Other,High,AGENT_10,2026-05-28,2026-05-29,5.4,28.9,4,Resolved,Yes
TKT004680,CUST_094,Central,Chat,Delivery Delay,Low,AGENT_02,2026-02-04,2026-02-07,9.5,72.8,1,Resolved,Yes
TKT003174,CUST_057,Central,Chat,Account Access,High,AGENT_05,2026-01-23,2026-01-23,7.8,18.5,5,Resolved,Yes
TKT000683,CUST_092,West,Email,Billing,High,AGENT_15,2026-01-24,2026-01-25,2.1,25.1,4,Resolved,Yes
TKT002942,CUST_116,North,Chat,Billing,Medium,AGENT_14,2026-04-23,,22.7,39.6,4,Resolved,Yes
TKT001041,CUST_114,South,Phone,Damaged Goods,Medium,AGENT_02,2026-06-04,2026-06-06,7.0,,3,Resolved,Yes
TKT002616,CUST_038,East,Portal,Delivery Delay,Low,AGENT_10,2026-04-29,2026-05-05,33.8,144.5,2,Resolved,Yes
TKT000511,CUST_083,North,Phone,Billing,Medium,AGENT_08,2026-06-13,2026-06-16,3.8,74.7,4,Resolved,Yes
TKT004359,CUST_105,North,Phone,Billing,Low,AGENT_03,2026-05-29,2026-06-03,24.9,,5,Resolved,Yes
TKT004021,CUST_004,East,Phone,Delivery Delay,Medium,AGENT_11,2026-06-29,2026-06-30,6.4,,4,Resolved,Yes
TKT000513,CUST_096,West,Phone,Delivery Delay,Medium,AGENT_07,2026-01-27,2026-02-28,13.8,,4,Resolved,Yes
TKT000300,CUST_078,Central,Portal,Delivery Delay,Medium,AGENT_03,2026-02-28,2026-03-01,0.9,26.0,5,Resolved,No
TKT003311,CUST_013,Central,Chat,Delivery Delay,Critical,AGENT_13,2026-03-19,,0.9,5.1,3,Resolved,Yes
TKT000750,CUST_140,South,Email,Damaged Goods,Medium,AGENT_13,2026-03-15,2026-03-18,20.8,81.1,,Reopened,Yes
TKT000149,CUST_104,Central,Phone,Delivery Delay,Critical,AGENT_09,2026-01-06,2026-01-06,1.6,3.6,,Reopened,No
TKT003066,CUST_046,South,Email,Damaged Goods,Low,AGENT_13,2026-04-04,2026-04-07,2.1,93.9,4,Resolved,Yes
TKT000997,CUST_025,South,Email,Billing,Medium,AGENT_02,2026-02-01,,22.5,,,Open,No
TKT000521,CUST_100,West,Email,Account Access,Medium,AGENT_07,2026-06-21,2026-07-04,16.5,314.0,5,Resolved,Yes
TKT000738,CUST_116,East,Phone,Billing,Critical,AGENT_12,2026-01-04,2026-01-04,0.9,,3,Resolved,No
TKT004134,CUST_114,North,Chat,Delivery Delay,Medium,AGENT_11,2026-01-29,2026-01-31,13.3,57.4,4,Closed,Yes
TKT001788,CUST_108,North,Chat,Damaged Goods,Medium,AGENT_12,2026-05-03,2026-05-05,3.1,60.3,3,Resolved,Yes
TKT002501,CUST_134,West,Email,Damaged Goods,Critical,AGENT_14,2026-01-11,2026-01-11,0.5,3.5,2,Resolved,No
TKT001652,CUST_121,East,Phone,Other,Medium,AGENT_10,2026-02-04,2026-02-07,16.5,,,Reopened,Yes
TKT000908,CUST_103,Central,Phone,Account Access,Low,AGENT_14,2026-06-17,2026-06-22,10.9,,3,Resolved,Yes
TKT000006,CUST_090,East,Phone,Delivery Delay,High,AGENT_15,2026-03-04,2026-03-04,1.3,,4,Closed,No
TKT000636,CUST_069,Central,Chat,Damaged Goods,Medium,AGENT_05,2026-05-07,2026-05-08,11.6,25.3,3,Resolved,No
TKT000994,CUST_114,North,Email,Damaged Goods,Low,AGENT_15,2026-01-12,,42.7,,,Open,No
TKT003433,CUST_057,East,Chat,Account Access,Low,AGENT_09,2026-03-16,2026-03-20,27.5,99.7,5,Resolved,Yes
